suscribed,age,job,education,marital,Income,Kidhome,Teenhome
no,44,Administration,University,DIVORCED,155586,2,2
no,31,Industry,Basic education,SINGLE,150274,0,0
no,39,Administration,Professional Course,MARRIED,75612,2,1
no,38,Industry,Basic education,MARRIED,37627,1,1
yes,28,Industry,High school,SINGLE,62510,1,0
no,28,Industry,High school,SINGLE,71879,1,1
no,30,Administration,University,MARRIED,163892,2,0
no,32,Industry,Basic education,MARRIED,138333,1,2
no,24,Administration,University,SINGLE,147283,2,1
no,39,Administration,University,DIVORCED,46732,0,2
no,40,Industry,High school,MARRIED,141080,2,2
no,42,Administration,Professional Course,DIVORCED,177651,0,1
no,45,Industry,Basic education,MARRIED,86943,2,1
no,53,Industry,High school,DIVORCED,38429,0,0
no,38,Independent,Unknown,DIVORCED,11827,0,2
no,32,Industry,Basic education,MARRIED,71787,1,2
no,26,Administration,University,SINGLE,88460,0,1
no,32,Industry,Basic education,MARRIED,23322,1,1
yes,26,Independent,High school,SINGLE,37517,2,0
no,26,Independent,High school,SINGLE,24598,0,0
no,49,Non-active,Basic education,MARRIED,71521,1,0
no,30,Administration,University,MARRIED,158324,0,1
no,42,Administration,High school,MARRIED,154652,0,0
no,37,Administration,High school,MARRIED,88351,2,2
no,51,Administration,Professional Course,DIVORCED,156234,0,1
no,51,Administration,Professional Course,DIVORCED,172399,2,0
no,40,Industry,High school,MARRIED,141971,2,2
no,31,Administration,University,MARRIED,12322,2,2
no,30,Administration,High school,SINGLE,84226,2,1
no,33,Industry,High school,DIVORCED,69715,1,1
no,39,Independent,High school,MARRIED,149641,2,1
no,44,Industry,High school,MARRIED,37964,0,1
no,33,Industry,High school,DIVORCED,132948,0,2
yes,32,Industry,Basic education,MARRIED,118991,2,2
no,32,Industry,Basic education,MARRIED,165586,1,1
yes,54,Non-active,Unknown,MARRIED,49564,1,0
no,55,Non-active,High school,MARRIED,102243,1,2
no,49,Independent,Unknown,DIVORCED,174857,1,1
no,50,Administration,Professional Course,MARRIED,121992,0,2
no,33,Independent,High school,MARRIED,34557,1,0
no,38,Administration,Unknown,MARRIED,75968,1,1
no,39,Industry,Basic education,MARRIED,152076,0,1
no,56,Administration,University,MARRIED,88158,2,2
no,54,Non-active,Unknown,MARRIED,180259,1,0
no,45,Industry,Basic education,MARRIED,32889,2,1
no,36,Industry,Basic education,MARRIED,141510,2,1
no,48,Administration,High school,MARRIED,90126,0,2
no,48,Administration,High school,MARRIED,137100,2,0
no,32,Industry,High school,MARRIED,57002,1,0
no,43,Administration,University,MARRIED,139518,2,1
no,32,Industry,High school,MARRIED,109086,0,0
no,34,Industry,Basic education,SINGLE,138845,2,1
no,49,Industry,Basic education,MARRIED,33768,1,1
no,50,Industry,Basic education,MARRIED,9319,1,0
no,39,Independent,High school,MARRIED,45623,0,1
no,37,Administration,High school,MARRIED,57451,0,1
no,32,Industry,Basic education,MARRIED,131688,2,1
no,44,Administration,University,DIVORCED,129963,2,1
no,44,Administration,University,DIVORCED,64796,0,0
no,31,Administration,High school,SINGLE,49052,1,0
no,47,Administration,High school,MARRIED,96674,2,2
no,36,Industry,High school,SINGLE,112981,1,1
no,47,Industry,Basic education,MARRIED,114098,1,1
no,46,Administration,High school,MARRIED,173797,2,2
yes,38,Administration,Basic education,MARRIED,108073,0,1
no,51,Administration,Professional Course,DIVORCED,80787,2,0
no,37,Administration,University,MARRIED,86647,0,0
no,40,Industry,High school,MARRIED,25399,2,0
no,49,Industry,Basic education,MARRIED,79945,1,2
no,38,Independent,Professional Course,MARRIED,14108,2,2
no,46,Industry,Basic education,MARRIED,160421,1,0
no,42,Administration,Unknown,MARRIED,70996,2,2
no,41,Non-active,Basic education,MARRIED,44297,1,1
yes,50,Administration,University,DIVORCED,129377,1,0
no,41,Non-active,Basic education,MARRIED,90571,1,2
no,45,Administration,High school,MARRIED,11047,2,2
no,40,Administration,University,MARRIED,141242,2,1
no,25,Administration,Professional Course,SINGLE,62822,2,2
no,40,Industry,High school,SINGLE,172667,1,0
no,37,Administration,Basic education,DIVORCED,22166,0,2
no,38,Administration,High school,SINGLE,62232,0,1
no,55,Administration,University,DIVORCED,22373,2,1
yes,53,Industry,Basic education,MARRIED,132918,2,0
no,31,Administration,Professional Course,MARRIED,128800,0,2
no,38,Administration,High school,MARRIED,5910,1,0
no,56,Non-active,Basic education,MARRIED,51026,0,1
yes,55,Non-active,Basic education,MARRIED,23531,2,1
no,38,Non-active,University,MARRIED,18724,0,0
no,34,Administration,Basic education,MARRIED,72726,2,0
no,55,Administration,University,DIVORCED,167928,1,1
no,55,Administration,Professional Course,MARRIED,180178,2,1
no,44,Industry,High school,MARRIED,80309,2,1
no,24,Administration,University,SINGLE,17579,0,0
no,46,Independent,University,SINGLE,82090,0,1
no,42,Administration,Basic education,MARRIED,111894,0,1
no,46,Industry,High school,DIVORCED,69879,1,1
no,41,Non-active,Basic education,MARRIED,17041,1,2
no,44,Administration,Unknown,MARRIED,51187,0,0
no,40,Industry,Unknown,MARRIED,9417,1,0
no,45,Industry,Basic education,SINGLE,92158,0,1
no,45,Industry,Basic education,SINGLE,99578,0,1
no,55,Non-active,Basic education,MARRIED,158367,0,2
no,24,Non-active,University,SINGLE,151780,0,1
no,55,Non-active,Basic education,MARRIED,55072,1,1
no,40,Industry,Basic education,DIVORCED,160064,2,1
no,26,Administration,High school,MARRIED,61709,1,1
yes,55,Non-active,Basic education,MARRIED,150860,1,2
no,38,Administration,High school,MARRIED,152310,1,2
no,58,Non-active,High school,DIVORCED,77798,1,1
no,55,Administration,Professional Course,MARRIED,146907,1,0
no,43,Industry,Professional Course,MARRIED,86176,1,0
no,32,Industry,Basic education,MARRIED,89128,0,2
yes,32,Industry,Basic education,MARRIED,136137,0,2
no,35,Administration,Professional Course,MARRIED,81427,0,0
no,48,Administration,High school,SINGLE,83445,0,0
no,40,Industry,High school,MARRIED,115270,0,1
no,57,Industry,High school,MARRIED,20437,2,1
yes,34,Industry,Basic education,MARRIED,131898,1,1
yes,29,Administration,Professional Course,SINGLE,29793,2,2
yes,37,Industry,Basic education,MARRIED,139799,2,1
no,38,Industry,Basic education,MARRIED,51559,1,0
no,42,Administration,Basic education,MARRIED,134366,0,2
no,53,Industry,Basic education,MARRIED,11636,1,1
no,38,Industry,Basic education,MARRIED,64600,0,1
no,46,Industry,Basic education,MARRIED,159728,0,0
no,51,Administration,Professional Course,DIVORCED,171705,2,1
no,56,Administration,University,MARRIED,152956,0,2
yes,60,Non-active,Basic education,DIVORCED,41024,2,2
no,19,Non-active,Basic education,SINGLE,52090,1,0
no,32,Administration,University,SINGLE,150348,1,0
no,57,Industry,High school,MARRIED,139564,0,0
no,39,Administration,Basic education,MARRIED,33268,2,1
yes,43,Industry,Basic education,MARRIED,53955,1,2
no,43,Industry,Basic education,MARRIED,136075,0,0
no,35,Administration,High school,MARRIED,163097,0,0
no,34,Administration,High school,SINGLE,171321,1,2
no,44,Administration,Professional Course,DIVORCED,125435,2,1
no,39,Industry,Basic education,MARRIED,48989,0,1
no,35,Industry,Basic education,MARRIED,34193,1,2
no,41,Administration,University,MARRIED,74053,2,2
no,22,Non-active,High school,SINGLE,126191,2,1
no,41,Administration,University,MARRIED,88730,0,2
yes,41,Administration,University,MARRIED,93349,2,0
no,38,Industry,Basic education,MARRIED,72163,1,2
no,40,Industry,Basic education,MARRIED,55847,0,1
no,46,Administration,High school,DIVORCED,126481,1,2
no,45,Industry,Professional Course,MARRIED,35854,0,2
no,38,Independent,Professional Course,MARRIED,42575,0,0
no,36,Industry,Basic education,MARRIED,30862,0,2
no,39,Independent,Professional Course,MARRIED,17659,1,1
no,57,Industry,High school,MARRIED,48934,2,1
no,36,Administration,High school,DIVORCED,161975,0,0
no,47,Industry,Basic education,SINGLE,167731,2,1
no,45,Administration,University,DIVORCED,103623,2,2
yes,38,Administration,High school,SINGLE,56052,2,1
no,41,Administration,Basic education,MARRIED,14747,1,2
no,46,Administration,Basic education,MARRIED,156554,0,1
yes,32,Administration,University,SINGLE,42272,2,2
no,40,Administration,Professional Course,MARRIED,19056,2,2
no,31,Industry,Basic education,MARRIED,100888,0,0
no,40,Administration,Professional Course,MARRIED,57029,2,0
no,39,Administration,High school,MARRIED,163717,1,2
no,66,Non-active,University,SINGLE,79374,0,1
no,42,Administration,Professional Course,DIVORCED,28062,1,2
yes,19,Non-active,Basic education,SINGLE,178187,0,0
no,41,Industry,Basic education,MARRIED,155626,2,2
no,42,Administration,Professional Course,DIVORCED,108769,2,1
no,34,Administration,University,MARRIED,121016,2,2
no,28,Non-active,University,SINGLE,88317,2,2
no,32,Administration,University,SINGLE,62926,1,1
no,72,Non-active,Basic education,MARRIED,35951,1,0
no,72,Non-active,Basic education,MARRIED,94737,1,0
no,38,Industry,High school,DIVORCED,98022,0,2
yes,31,Industry,Basic education,MARRIED,123138,2,1
no,36,Industry,Basic education,MARRIED,118884,1,2
no,38,Administration,University,SINGLE,46287,0,2
no,45,Industry,High school,MARRIED,29429,2,1
no,38,Industry,High school,DIVORCED,156923,0,2
no,45,Industry,High school,MARRIED,86743,1,2
no,38,Industry,High school,DIVORCED,139507,2,2
no,43,Administration,High school,SINGLE,94929,2,0
no,57,Industry,Basic education,MARRIED,70397,2,0
no,35,Non-active,University,DIVORCED,79974,1,2
no,35,Non-active,University,DIVORCED,40949,0,0
no,40,Non-active,Basic education,SINGLE,93284,1,1
no,46,Industry,Unknown,MARRIED,147905,0,2
no,25,Non-active,High school,SINGLE,156474,1,0
no,36,Independent,University,SINGLE,53144,0,0
no,39,Administration,Basic education,MARRIED,120800,2,1
no,44,Industry,Basic education,MARRIED,158659,2,2
no,40,Industry,High school,MARRIED,157314,0,0
no,38,Industry,High school,MARRIED,86215,0,0
no,41,Industry,Basic education,MARRIED,160161,1,0
no,59,Industry,High school,MARRIED,120446,2,0
no,44,Industry,High school,DIVORCED,56788,2,1
no,44,Industry,High school,DIVORCED,88784,0,1
yes,44,Industry,High school,DIVORCED,116803,2,0
no,38,Industry,Basic education,MARRIED,58012,2,2
no,38,Industry,Basic education,MARRIED,144199,1,2
no,38,Administration,High school,DIVORCED,23144,0,1
no,38,Industry,Professional Course,SINGLE,50921,1,2
no,55,Administration,High school,MARRIED,69094,1,1
no,59,Non-active,Basic education,MARRIED,167290,1,2
no,43,Administration,High school,SINGLE,73111,1,1
no,40,Industry,High school,MARRIED,81889,2,1
no,36,Independent,High school,MARRIED,78013,0,2
no,44,Industry,Basic education,SINGLE,140868,0,0
no,27,Administration,Professional Course,MARRIED,37852,0,0
no,38,Administration,Basic education,SINGLE,152227,0,1
no,38,Industry,High school,MARRIED,27643,1,1
yes,25,Non-active,High school,SINGLE,59585,0,1
yes,25,Non-active,High school,SINGLE,165941,0,1
no,34,Industry,High school,MARRIED,83184,2,0
no,27,Administration,Basic education,SINGLE,160272,2,1
no,27,Administration,Basic education,SINGLE,127795,0,2
no,43,Administration,Professional Course,SINGLE,130408,2,2
no,40,Non-active,Basic education,MARRIED,72110,0,1
no,32,Administration,University,SINGLE,156354,2,1
no,55,Administration,University,DIVORCED,131523,2,2
no,27,Administration,University,SINGLE,92430,0,2
yes,55,Administration,University,DIVORCED,76665,0,2
no,61,Non-active,University,MARRIED,38223,2,0
yes,46,Industry,Basic education,DIVORCED,125617,0,2
no,48,Administration,Professional Course,MARRIED,84262,0,2
no,29,Administration,University,MARRIED,70514,1,1
no,32,Administration,University,SINGLE,153434,1,2
no,41,Industry,Basic education,MARRIED,135969,2,1
no,41,Industry,Basic education,MARRIED,159482,0,1
yes,27,Administration,Basic education,SINGLE,174060,0,1
no,25,Non-active,Professional Course,SINGLE,41755,1,1
no,25,Non-active,Professional Course,SINGLE,73198,2,0
no,49,Industry,Basic education,DIVORCED,140293,1,0
no,27,Administration,Basic education,SINGLE,171399,1,0
no,39,Industry,Basic education,MARRIED,98651,1,0
no,39,Industry,Basic education,MARRIED,163511,0,2
no,38,Administration,Basic education,SINGLE,108814,0,0
no,37,Administration,University,MARRIED,175899,1,1
no,29,Industry,High school,SINGLE,48547,1,0
no,39,Industry,Basic education,MARRIED,108189,1,2
no,34,Industry,High school,MARRIED,83896,0,0
no,39,Industry,Basic education,MARRIED,110103,2,2
no,46,Industry,Basic education,DIVORCED,109105,2,2
no,38,Administration,High school,MARRIED,119722,1,2
yes,48,Industry,Basic education,MARRIED,162219,0,2
no,36,Administration,University,MARRIED,64246,2,2
no,38,Non-active,Basic education,MARRIED,163171,2,0
yes,63,Non-active,Unknown,MARRIED,144599,2,1
yes,63,Non-active,Unknown,MARRIED,44246,1,1
no,37,Industry,Basic education,MARRIED,24424,2,2
no,50,Administration,University,MARRIED,168380,2,1
no,39,Industry,Basic education,MARRIED,23897,2,2
no,38,Non-active,Basic education,DIVORCED,167120,0,2
no,63,Non-active,Unknown,MARRIED,148232,1,0
no,28,Administration,University,MARRIED,92380,2,2
no,51,Administration,University,SINGLE,33826,1,0
yes,29,Administration,University,MARRIED,62724,1,2
no,25,Administration,Professional Course,SINGLE,16168,0,2
no,47,Independent,High school,MARRIED,146234,2,2
yes,25,Administration,Professional Course,SINGLE,77226,2,1
no,38,Administration,University,MARRIED,158847,1,2
no,31,Industry,High school,MARRIED,106202,2,1
no,36,Administration,University,MARRIED,167924,1,1
yes,82,Non-active,Unknown,MARRIED,36182,1,0
no,27,Administration,Basic education,SINGLE,129533,2,2
no,38,Industry,High school,MARRIED,153684,0,0
yes,24,Industry,High school,SINGLE,179407,2,2
no,47,Administration,University,SINGLE,156122,1,1
no,38,Administration,University,SINGLE,160658,0,0
no,38,Administration,High school,MARRIED,113898,1,1
no,24,Non-active,High school,SINGLE,50930,2,1
no,64,Administration,Professional Course,MARRIED,92023,1,1
yes,38,Administration,High school,MARRIED,65627,2,1
no,40,Industry,High school,DIVORCED,14171,2,2
no,42,Industry,Basic education,MARRIED,50249,2,2
no,38,Administration,Professional Course,DIVORCED,100598,1,1
no,40,Administration,University,DIVORCED,133807,0,0
no,35,Administration,Professional Course,DIVORCED,59211,0,1
no,35,Administration,Professional Course,DIVORCED,104925,2,2
no,35,Industry,Basic education,DIVORCED,87246,2,0
no,38,Industry,High school,MARRIED,33244,1,1
no,38,Administration,University,SINGLE,116589,0,1
no,37,Industry,Basic education,MARRIED,106832,1,1
no,34,Administration,Professional Course,SINGLE,31627,1,1
no,52,Industry,Basic education,MARRIED,100355,0,1
no,46,Industry,Basic education,DIVORCED,132272,1,2
no,37,Administration,Professional Course,MARRIED,52147,2,1
no,38,Industry,High school,DIVORCED,139555,2,2
yes,58,Non-active,University,MARRIED,114921,1,2
yes,38,Administration,University,DIVORCED,49037,1,2
no,27,Administration,Basic education,SINGLE,59988,0,0
no,22,Administration,University,SINGLE,92811,1,1
no,64,Administration,Professional Course,MARRIED,14296,2,1
no,39,Industry,Basic education,MARRIED,46785,2,0
no,25,Non-active,Professional Course,SINGLE,37389,1,0
no,35,Industry,High school,MARRIED,150717,1,2
no,43,Industry,High school,MARRIED,51559,1,2
no,34,Industry,High school,MARRIED,82395,1,2
yes,46,Administration,Basic education,MARRIED,104641,1,1
no,47,Administration,Unknown,MARRIED,106592,1,1
no,39,Industry,Basic education,MARRIED,11506,1,2
yes,38,Industry,High school,SINGLE,72914,0,0
no,41,Industry,Basic education,MARRIED,73637,2,0
yes,38,Administration,University,SINGLE,15070,1,1
no,33,Administration,University,SINGLE,11184,2,2
yes,30,Non-active,Basic education,SINGLE,119913,1,0
no,46,Industry,High school,MARRIED,103965,1,2
no,38,Independent,High school,MARRIED,50335,0,0
yes,29,Administration,University,MARRIED,78672,2,2
no,59,Administration,High school,MARRIED,18400,0,1
no,31,Administration,University,SINGLE,142202,1,2
no,20,Non-active,High school,SINGLE,159692,1,2
no,36,Administration,University,SINGLE,129940,2,1
no,37,Industry,Basic education,DIVORCED,114975,0,0
no,31,Administration,University,SINGLE,110519,1,2
no,21,Industry,High school,SINGLE,150914,0,0
no,41,Administration,University,MARRIED,149002,0,0
no,52,Administration,High school,MARRIED,158806,0,0
no,21,Industry,High school,SINGLE,176487,0,1
no,41,Administration,University,SINGLE,159649,1,2
no,28,Industry,High school,SINGLE,41017,2,2
no,38,Administration,Basic education,SINGLE,88702,1,2
no,38,Administration,High school,DIVORCED,161970,0,2
no,43,Administration,Professional Course,MARRIED,111991,1,0
yes,36,Administration,University,SINGLE,39922,0,1
no,59,Industry,Basic education,MARRIED,88503,2,2
no,44,Administration,University,DIVORCED,117002,1,0
no,24,Administration,Professional Course,SINGLE,130398,2,2
no,35,Industry,Basic education,MARRIED,22457,0,0
yes,32,Independent,University,SINGLE,49809,0,1
no,35,Industry,Basic education,MARRIED,133232,1,1
yes,43,Administration,High school,DIVORCED,9576,1,0
yes,33,Administration,University,SINGLE,29097,2,0
no,38,Industry,Basic education,MARRIED,53112,1,1
no,38,Administration,High school,MARRIED,143195,2,0
no,37,Administration,Professional Course,DIVORCED,21038,1,2
no,32,Industry,High school,DIVORCED,136732,0,2
no,35,Independent,University,MARRIED,42211,1,0
yes,33,Administration,University,SINGLE,123894,1,1
no,67,Non-active,University,MARRIED,28299,0,2
no,33,Administration,University,SINGLE,104535,2,2
no,40,Independent,University,MARRIED,9984,1,0
no,40,Independent,University,MARRIED,106863,1,1
no,38,Administration,University,MARRIED,122289,1,2
no,38,Industry,High school,MARRIED,179138,0,1
no,51,Industry,High school,MARRIED,20692,0,2
no,41,Administration,University,MARRIED,155982,1,2
no,48,Industry,Basic education,MARRIED,53294,2,2
no,33,Industry,University,DIVORCED,139945,2,0
no,36,Administration,University,MARRIED,138707,0,0
no,38,Administration,High school,MARRIED,121854,0,0
yes,33,Administration,University,SINGLE,22182,1,2
no,33,Administration,University,SINGLE,128655,1,2
no,38,Independent,University,SINGLE,12439,1,2
no,30,Independent,University,SINGLE,123120,1,1
yes,30,Independent,University,SINGLE,14471,0,2
no,30,Independent,University,SINGLE,86685,2,1
yes,30,Independent,University,SINGLE,81423,2,1
yes,38,Independent,University,SINGLE,83006,0,0
no,38,Independent,University,SINGLE,33270,2,2
no,45,Administration,Unknown,SINGLE,103716,0,1
no,35,Industry,High school,MARRIED,87253,1,1
no,38,Administration,University,MARRIED,76611,1,0
no,42,Independent,University,MARRIED,131188,1,1
yes,30,Industry,Basic education,MARRIED,180002,2,0
no,38,Administration,Professional Course,DIVORCED,134501,0,0
no,46,Administration,Basic education,SINGLE,162604,1,0
no,38,Industry,Basic education,MARRIED,17835,2,2
yes,33,Independent,University,MARRIED,14636,2,2
yes,30,Independent,University,SINGLE,55876,1,0
no,52,Administration,High school,MARRIED,11058,1,0
no,38,Independent,University,DIVORCED,102224,0,0
no,33,Administration,University,SINGLE,112053,1,0
no,50,Industry,High school,MARRIED,16096,1,1
yes,30,Independent,University,SINGLE,127615,2,0
no,36,Non-active,High school,MARRIED,151238,2,0
no,41,Industry,Basic education,MARRIED,60589,0,0
no,47,Administration,Professional Course,DIVORCED,62178,2,2
no,54,Independent,Basic education,MARRIED,148258,2,0
no,43,Independent,High school,MARRIED,75629,2,0
no,28,Industry,High school,SINGLE,58807,0,2
no,46,Administration,Basic education,SINGLE,175468,0,2
yes,45,Administration,University,MARRIED,30599,0,1
no,36,Administration,University,SINGLE,114991,0,2
no,48,Industry,Basic education,MARRIED,157693,2,2
yes,29,Industry,Basic education,MARRIED,161443,2,2
no,41,Administration,University,MARRIED,28645,2,0
no,40,Industry,Basic education,MARRIED,173533,1,1
yes,36,Industry,Basic education,MARRIED,52039,0,2
no,57,Industry,High school,MARRIED,87688,0,0
no,37,Industry,Professional Course,MARRIED,30782,1,1
no,33,Industry,High school,MARRIED,71570,2,0
no,30,Administration,University,SINGLE,11520,1,2
no,26,Non-active,University,SINGLE,141108,1,1
no,38,Administration,High school,MARRIED,78100,2,0
no,36,Industry,Basic education,MARRIED,178803,1,2
no,36,Industry,Basic education,MARRIED,176429,2,1
no,34,Independent,University,SINGLE,120428,2,0
no,38,Administration,University,MARRIED,58615,1,2
no,24,Administration,High school,SINGLE,179577,0,1
yes,41,Administration,Professional Course,MARRIED,172868,0,1
no,41,Administration,University,DIVORCED,179625,0,0
no,34,Administration,University,MARRIED,122278,2,2
no,38,Administration,Professional Course,SINGLE,102469,1,2
no,42,Administration,Professional Course,SINGLE,174836,2,2
no,45,Industry,Basic education,MARRIED,31411,2,1
no,37,Administration,University,SINGLE,166058,0,2
yes,73,Non-active,Basic education,DIVORCED,8259,2,0
no,45,Industry,Basic education,MARRIED,101884,1,2
no,34,Administration,University,SINGLE,174944,0,2
no,38,Industry,Basic education,MARRIED,110526,1,1
yes,34,Administration,University,SINGLE,139095,1,0
no,46,Administration,Professional Course,MARRIED,71733,0,0
no,34,Administration,University,SINGLE,132550,0,0
no,42,Industry,Basic education,SINGLE,55032,1,0
no,59,Industry,Basic education,MARRIED,32883,2,1
no,46,Industry,Basic education,DIVORCED,90823,2,0
no,34,Independent,University,SINGLE,113304,1,0
yes,34,Administration,University,SINGLE,128862,1,2
no,35,Industry,Basic education,MARRIED,99868,2,2
yes,34,Administration,University,SINGLE,75416,1,1
yes,34,Non-active,University,SINGLE,87224,2,1
yes,24,Industry,High school,SINGLE,174292,0,0
no,48,Industry,Basic education,SINGLE,167675,1,2
no,34,Administration,University,SINGLE,175264,2,2
no,24,Industry,High school,SINGLE,17997,2,2
no,48,Industry,Basic education,SINGLE,80079,2,2
no,38,Industry,High school,SINGLE,52873,1,0
no,24,Industry,High school,SINGLE,92180,1,2
yes,59,Non-active,University,MARRIED,123174,1,0
no,38,Independent,Basic education,MARRIED,135083,2,0
no,34,Independent,University,SINGLE,71008,0,1
yes,24,Industry,High school,SINGLE,173912,2,2
yes,24,Industry,High school,SINGLE,151471,2,1
no,55,Administration,High school,SINGLE,103288,2,0
yes,30,Administration,University,SINGLE,117176,1,0
no,55,Administration,High school,MARRIED,99751,2,1
yes,42,Independent,University,MARRIED,159296,1,2
no,26,Non-active,University,SINGLE,153180,0,0
yes,26,Non-active,University,SINGLE,37383,2,2
yes,38,Non-active,University,SINGLE,148070,2,0
no,28,Industry,University,SINGLE,24726,2,0
no,38,Administration,University,MARRIED,33895,2,0
no,44,Industry,Basic education,MARRIED,79972,0,2
no,30,Administration,University,SINGLE,105952,1,1
no,57,Administration,Professional Course,MARRIED,139019,1,2
yes,57,Administration,Professional Course,MARRIED,130892,2,2
no,45,Industry,Basic education,MARRIED,174088,1,2
no,56,Administration,Basic education,MARRIED,118045,0,2
yes,30,Administration,University,MARRIED,84933,1,2
yes,30,Administration,University,MARRIED,175819,2,1
no,45,Industry,Basic education,MARRIED,138040,0,0
no,38,Industry,Basic education,DIVORCED,161095,2,0
yes,38,Administration,University,MARRIED,11610,2,0
no,39,Administration,University,MARRIED,50488,1,1
no,71,Non-active,Basic education,MARRIED,131748,1,1
no,25,Administration,University,SINGLE,36758,1,2
yes,28,Industry,University,SINGLE,104340,2,0
yes,42,Independent,University,MARRIED,69213,1,0
yes,46,Administration,Professional Course,MARRIED,64969,2,2
no,31,Industry,Unknown,SINGLE,17327,0,2
no,34,Industry,High school,SINGLE,119417,1,0
yes,57,Administration,High school,MARRIED,169799,0,0
no,33,Administration,University,MARRIED,158478,0,0
yes,61,Non-active,University,MARRIED,148910,1,1
no,36,Industry,High school,MARRIED,43129,1,2
no,45,Administration,Basic education,SINGLE,117250,2,2
no,36,Administration,University,MARRIED,31424,2,2
no,45,Industry,Basic education,MARRIED,93941,2,2
no,42,Administration,University,MARRIED,169574,0,1
yes,69,Non-active,University,DIVORCED,118714,1,0
yes,26,Non-active,University,SINGLE,91093,2,1
yes,28,Administration,University,SINGLE,52861,0,0
no,23,Administration,Professional Course,SINGLE,77174,2,1
no,29,Administration,University,SINGLE,43572,1,1
no,38,Administration,University,MARRIED,72769,0,0
no,47,Industry,Professional Course,MARRIED,89498,2,1
no,41,Industry,Basic education,MARRIED,64650,2,0
no,42,Industry,Basic education,MARRIED,64913,2,1
no,46,Administration,University,DIVORCED,48578,2,2
no,49,Administration,Unknown,MARRIED,163606,0,0
yes,38,Non-active,Basic education,MARRIED,101436,0,1
no,67,Non-active,Professional Course,MARRIED,139719,1,2
no,39,Administration,Professional Course,SINGLE,146778,1,1
no,56,Administration,Basic education,MARRIED,25046,1,2
no,23,Non-active,Basic education,SINGLE,90058,0,1
no,37,Independent,Basic education,DIVORCED,170390,0,2
no,56,Independent,Basic education,MARRIED,61329,1,2
no,38,Administration,University,DIVORCED,64465,1,2
yes,32,Non-active,University,SINGLE,58797,0,1
no,34,Administration,Professional Course,DIVORCED,130047,1,0
yes,70,Non-active,Basic education,MARRIED,142737,0,0
no,56,Industry,Basic education,MARRIED,6560,0,2
no,56,Industry,Basic education,MARRIED,22143,0,1
yes,43,Administration,Basic education,MARRIED,112893,0,0
yes,25,Non-active,High school,SINGLE,94338,0,2
yes,47,Administration,High school,MARRIED,120070,2,0
yes,38,Non-active,University,DIVORCED,20047,0,2
no,30,Administration,University,MARRIED,10276,2,2
no,45,Industry,High school,MARRIED,113941,1,1
no,30,Administration,University,SINGLE,72849,2,0
no,29,Non-active,High school,SINGLE,58275,2,2
no,36,Independent,Basic education,DIVORCED,45919,0,1
no,66,Non-active,Basic education,MARRIED,87927,2,2
no,44,Administration,Basic education,MARRIED,53223,0,0
no,44,Administration,Basic education,MARRIED,20871,1,0
no,40,Administration,Basic education,SINGLE,10689,2,0
no,38,Non-active,High school,MARRIED,69424,2,2
no,53,Non-active,High school,MARRIED,139003,0,2
no,35,Administration,Professional Course,MARRIED,110134,1,2
no,38,Independent,Professional Course,SINGLE,49667,1,1
no,44,Administration,Professional Course,SINGLE,168493,2,1
no,35,Administration,Professional Course,MARRIED,103291,2,2
no,44,Administration,Professional Course,SINGLE,13868,2,1
no,38,Industry,High school,SINGLE,78408,0,1
no,38,Administration,University,MARRIED,32261,1,2
no,41,Industry,High school,MARRIED,162267,0,1
no,32,Administration,University,MARRIED,33427,0,1
no,52,Independent,University,MARRIED,138481,1,2
no,44,Administration,Professional Course,MARRIED,131667,1,2
no,60,Non-active,Basic education,MARRIED,122019,2,1
no,40,Industry,Unknown,DIVORCED,85533,0,2
no,59,Administration,University,DIVORCED,125949,0,2
yes,38,Administration,University,MARRIED,78815,0,0
no,21,Administration,High school,SINGLE,156601,2,2
yes,32,Non-active,University,SINGLE,112794,1,2
no,32,Non-active,University,SINGLE,99005,0,1
no,44,Non-active,Basic education,DIVORCED,66651,1,1
no,36,Non-active,Basic education,MARRIED,5848,0,0
yes,38,Industry,Basic education,MARRIED,154485,1,1
yes,29,Administration,University,SINGLE,137164,0,2
no,58,Non-active,University,DIVORCED,178379,0,2
yes,26,Administration,High school,SINGLE,39959,2,1
yes,66,Non-active,Basic education,MARRIED,78837,0,1
no,32,Non-active,University,SINGLE,99558,1,1
no,44,Administration,Professional Course,SINGLE,139032,2,2
no,38,Administration,High school,SINGLE,32612,0,1
no,38,Non-active,Basic education,MARRIED,179115,0,0
yes,67,Non-active,Professional Course,MARRIED,12597,2,2
no,27,Administration,Professional Course,SINGLE,73632,0,0
yes,37,Administration,University,MARRIED,142664,0,0
no,52,Industry,Basic education,MARRIED,176686,1,0
yes,33,Administration,University,MARRIED,92646,2,0
no,52,Industry,Basic education,MARRIED,142515,1,2
yes,33,Administration,University,MARRIED,98080,1,2
no,57,Administration,High school,MARRIED,74355,1,2
yes,26,Administration,High school,SINGLE,19441,1,0
no,57,Administration,High school,MARRIED,51498,1,2
no,57,Administration,High school,MARRIED,28929,0,2
yes,58,Non-active,University,DIVORCED,52854,1,1
yes,31,Administration,University,MARRIED,66283,1,2
no,43,Administration,Basic education,MARRIED,173397,2,1
yes,25,Non-active,High school,SINGLE,6190,0,0
no,25,Non-active,High school,SINGLE,115114,2,2
